survey_id,platform_id,content_type_id,daily_screen_time_hours,notification_checks_per_day,night_checking_frequency_id,uses_social_media_before_bed,social_media_detox_habit,limited_screen_time_habit
54113,3,2,5.37,51,1,Yes,No,Yes
54114,1,8,3.99,37,3,Yes,Yes,Yes
54115,4,1,3.61,46,3,No,Yes,Yes
54116,6,1,4.05,42,1,Yes,No,No
54117,2,8,5.16,44,3,Yes,No,No
54118,5,4,5.02,35,2,Yes,No,No
54119,5,6,2.0,32,2,Yes,No,No
54120,2,7,5.28,55,1,No,Yes,No
54121,2,8,4.75,40,1,Yes,No,No
54122,4,4,0.4,18,1,No,No,Yes
54123,2,5,3.48,35,1,No,Yes,Yes
54124,2,5,5.83,44,3,Yes,No,Yes
54125,6,5,2.96,36,3,Yes,No,Yes
54126,6,3,1.86,28,1,Yes,Yes,No
54127,4,4,5.72,40,1,Yes,Yes,No
54128,2,8,4.41,30,1,Yes,No,No
54129,1,5,2.68,42,2,No,Yes,Yes
54130,4,3,1.08,22,2,No,No,No
54131,1,7,2.03,18,2,No,No,No
54132,3,6,3.56,33,2,Yes,Yes,Yes
54133,3,1,5.49,32,2,No,No,No
54134,5,3,1.92,18,2,No,No,No
54135,6,5,0.9,30,1,No,Yes,No
54136,1,5,4.98,40,1,No,No,Yes
54137,1,2,4.1,32,1,Yes,Yes,Yes
54138,4,1,0.4,30,1,No,No,No
54139,1,8,2.85,40,1,No,No,No
54140,2,2,5.71,53,1,No,No,No
54141,6,2,1.8,22,1,No,No,Yes
54142,6,2,4.5,27,1,Yes,Yes,No
54143,2,3,5.34,41,3,Yes,No,No
54144,2,8,7.51,67,1,Yes,No,No
54145,1,7,6.4,52,2,No,No,Yes
54146,1,2,4.8,44,1,No,No,No
54147,3,2,2.34,35,1,Yes,Yes,No
54148,4,2,1.57,33,2,No,No,Yes
54149,6,3,0.4,11,2,No,Yes,Yes
54150,1,8,6.1,57,2,Yes,Yes,No
54151,1,3,3.15,38,1,No,Yes,Yes
54152,3,4,2.92,42,1,No,No,Yes
54153,3,1,3.6,27,2,No,No,No
54154,2,4,5.37,58,1,Yes,No,No
54155,3,1,4.88,35,2,No,Yes,No
54156,4,1,3.0,27,1,No,No,No
54157,1,7,3.52,26,2,No,No,No
54158,2,3,7.51,67,2,Yes,No,Yes
54159,3,2,1.05,39,1,Yes,No,No
54160,1,2,4.01,35,2,No,No,No
54161,1,1,4.82,44,2,Yes,No,No
54162,1,1,5.14,44,1,No,No,No
54163,1,3,4.55,33,2,Yes,Yes,No
54164,6,2,2.82,33,3,Yes,No,Yes
54165,5,3,4.54,34,1,No,No,Yes
54166,2,3,5.71,40,1,Yes,No,No
54167,2,5,6.24,49,1,Yes,No,No
54168,6,5,1.14,11,1,Yes,No,No
54169,1,6,6.28,51,3,Yes,No,No
54170,2,4,2.14,42,1,Yes,No,No
54171,3,4,0.4,25,2,Yes,No,No
54172,5,3,3.51,34,2,No,No,Yes
54173,1,7,3.77,47,3,Yes,Yes,Yes
54174,4,5,1.37,32,2,No,No,No
54175,3,1,4.97,42,2,Yes,No,No
54176,1,1,5.26,43,2,No,No,No
54177,2,3,6.26,56,3,Yes,No,No
54178,4,1,1.59,34,1,Yes,No,Yes
54179,4,1,2.51,36,1,Yes,No,No
54180,2,1,5.75,49,2,No,No,No
54181,5,5,2.63,23,2,Yes,Yes,No
54182,2,1,6.89,48,3,Yes,No,No
54183,7,7,2.51,32,1,Yes,No,No
54184,3,1,3.27,31,2,No,Yes,No
54185,7,7,1.8,21,1,No,No,Yes
54186,6,7,4.79,42,1,Yes,No,No
54187,5,8,0.95,22,1,No,No,Yes
54188,1,5,5.41,27,2,No,No,No
54189,1,5,4.35,56,3,No,No,No
54190,6,3,0.4,23,1,No,No,No
54191,1,5,3.05,35,3,No,No,Yes
54192,2,5,7.29,66,1,No,No,Yes
54193,7,2,2.83,23,3,Yes,Yes,No
54194,5,6,4.27,47,2,No,No,No
54195,2,1,4.41,43,2,Yes,No,Yes
54196,3,8,5.68,59,1,Yes,No,No
54197,1,6,4.36,50,2,No,No,No
54198,6,1,4.29,31,1,No,No,Yes
54199,7,6,1.05,23,2,No,Yes,Yes
54200,3,1,3.75,38,2,No,No,Yes
54201,2,8,4.81,53,1,Yes,No,No
54202,4,2,0.61,22,1,No,No,Yes
54203,3,3,2.89,29,1,No,No,Yes
54204,2,1,4.08,34,2,Yes,No,No
54205,7,8,2.67,25,2,No,No,No
54206,6,5,3.35,35,1,No,No,No
54207,3,3,6.68,44,3,Yes,Yes,No
54208,1,6,4.76,36,2,No,No,No
54209,6,5,1.77,18,1,Yes,No,Yes
54210,5,5,1.03,22,1,Yes,No,No
54211,2,3,3.54,34,3,Yes,No,No
54212,2,4,6.34,39,2,Yes,No,Yes
54213,2,6,5.54,41,2,Yes,No,No
54214,3,3,2.67,31,1,No,No,No
54215,1,2,3.64,42,1,Yes,No,No
54216,3,3,2.42,38,1,Yes,Yes,No
54217,2,7,7.67,54,3,Yes,No,No
54218,1,8,2.26,28,1,Yes,No,No
54219,2,2,5.56,43,1,Yes,No,Yes
54220,4,3,1.77,23,1,No,No,Yes
54221,1,5,3.01,31,1,No,No,No
54222,3,1,3.12,36,2,Yes,No,Yes
54223,6,3,2.82,27,2,Yes,Yes,Yes
54224,7,5,1.52,29,1,Yes,No,No
54225,2,7,5.37,32,2,No,No,Yes
54226,4,3,3.98,37,1,Yes,No,Yes
54227,4,7,3.11,28,1,Yes,No,No
54228,6,8,4.17,39,2,Yes,No,Yes
54229,6,4,2.16,35,1,Yes,Yes,No
54230,4,3,1.55,12,1,No,No,No
54231,3,7,8.25,39,3,Yes,No,Yes
54232,6,3,0.91,14,2,No,No,No
54233,1,7,4.96,44,1,No,Yes,No
54234,2,4,4.02,54,1,No,No,No
54235,2,8,5.64,51,3,Yes,No,Yes
54236,1,3,2.56,28,1,No,No,No
54237,1,2,5.28,43,2,No,Yes,No
54238,5,2,3.61,35,2,Yes,No,Yes
54239,2,7,3.06,35,1,No,No,No
54240,3,5,3.6,41,3,No,No,No
54241,2,6,5.05,29,1,Yes,No,No
54242,3,6,4.82,48,1,No,No,Yes
54243,7,3,3.25,33,3,No,No,No
54244,1,4,4.28,29,2,No,No,No
54245,3,1,3.6,27,2,No,No,Yes
54246,2,7,5.19,40,2,Yes,No,No
54247,1,2,3.75,36,2,Yes,Yes,No
54248,1,1,5.41,48,2,No,No,No
54249,1,1,4.31,35,2,No,No,No
54250,6,2,3.42,28,2,No,No,No
54251,7,1,3.38,27,2,No,No,No
54252,2,3,5.53,46,2,Yes,No,Yes
54253,1,2,4.82,43,2,Yes,No,No
54254,5,1,4.98,54,2,No,No,No
54255,1,8,6.47,53,2,Yes,No,Yes
54256,6,1,2.43,29,2,No,No,Yes
54257,1,4,1.46,11,1,No,No,No
54258,1,6,4.22,40,3,Yes,No,Yes
54259,2,4,3.99,32,1,No,No,No
54260,3,3,4.59,28,3,No,Yes,No
54261,4,2,4.93,53,2,Yes,Yes,No
54262,5,6,1.66,22,1,Yes,No,Yes
54263,3,6,3.54,36,1,No,Yes,Yes
54264,6,4,4.14,27,3,No,No,Yes
54265,7,6,2.81,34,1,No,No,No
54266,1,6,5.87,52,3,Yes,Yes,No
54267,3,2,5.69,44,1,No,No,Yes
54268,4,3,2.59,40,1,No,No,No
54269,1,5,5.04,36,1,Yes,No,Yes
54270,1,5,3.31,34,1,Yes,No,No
54271,3,2,2.23,18,2,No,No,No
54272,3,5,4.28,42,1,Yes,No,No
54273,6,6,4.7,43,1,Yes,No,Yes
54274,4,5,0.41,23,1,No,Yes,Yes
54275,5,1,0.97,18,1,No,No,No
54276,7,8,4.23,24,1,Yes,No,Yes
54277,2,4,4.43,47,1,No,No,Yes
54278,1,4,1.98,34,2,No,Yes,No
54279,2,3,2.16,24,1,Yes,No,No
54280,2,7,4.47,39,3,No,No,No
54281,3,4,2.84,39,2,Yes,No,No
54282,2,2,5.14,34,2,Yes,Yes,Yes
54283,4,5,2.23,36,1,Yes,No,Yes
54284,2,4,5.05,33,3,Yes,No,No
54285,2,1,6.72,54,2,Yes,No,Yes
54286,4,2,2.11,27,1,No,Yes,Yes
54287,3,3,5.51,68,1,No,No,No
54288,4,1,0.4,16,1,Yes,No,Yes
54289,1,2,5.5,46,1,Yes,No,Yes
54290,3,1,5.48,49,1,Yes,No,No
54291,3,1,2.73,29,1,Yes,No,Yes
54292,7,6,4.22,29,1,Yes,No,Yes
54293,1,5,3.81,40,3,Yes,No,Yes
54294,2,4,5.08,44,3,Yes,Yes,Yes
54295,2,4,5.69,40,1,Yes,No,No
54296,1,5,3.7,31,3,No,No,No
54297,7,8,2.43,23,3,No,No,No
54298,1,3,3.65,29,1,Yes,No,No
54299,6,4,3.44,29,1,Yes,Yes,No
54300,5,5,2.35,27,2,No,No,No
54301,5,1,3.19,32,2,No,Yes,Yes
54302,4,1,1.9,18,2,No,No,No
54303,3,7,2.52,36,2,No,No,Yes
54304,1,2,6.04,56,2,No,No,No
54305,3,5,5.39,48,2,Yes,No,No
54306,3,1,4.92,44,3,Yes,No,Yes
54307,2,4,4.24,40,2,No,No,No
54308,4,8,1.47,18,2,Yes,No,Yes
54309,2,6,5.45,40,1,Yes,No,Yes
54310,3,5,3.3,30,1,Yes,Yes,Yes
54311,4,1,4.37,50,2,No,No,No
54312,3,7,5.13,43,2,No,No,Yes
54313,1,8,7.15,60,2,No,No,Yes
54314,2,2,5.27,37,1,Yes,Yes,No
54315,1,6,5.01,37,2,Yes,No,No
54316,2,1,5.95,55,1,No,No,Yes
54317,1,2,4.92,31,1,Yes,No,Yes
54318,5,7,0.4,11,2,No,Yes,Yes
54319,5,1,0.93,13,2,No,Yes,Yes
54320,3,7,3.53,22,2,Yes,No,No
54321,1,1,5.88,48,3,Yes,No,No
54322,4,7,3.76,48,1,Yes,No,No
54323,2,8,6.93,53,2,Yes,No,No
54324,4,1,4.06,42,3,Yes,No,No
54325,5,1,3.18,26,3,No,No,No
54326,6,4,1.18,11,1,No,Yes,Yes
54327,5,6,2.77,33,3,No,No,Yes
54328,3,4,3.66,33,1,No,No,No
54329,2,2,7.15,58,3,Yes,No,No
54330,1,6,2.31,16,1,No,No,Yes
54331,3,4,3.19,44,3,Yes,No,No
54332,3,3,3.25,41,1,No,Yes,No
54333,2,7,4.32,46,2,Yes,No,No
54334,3,4,0.68,14,1,No,No,No
54335,7,1,2.4,26,1,No,No,Yes
54336,2,4,6.61,43,3,Yes,No,No
54337,4,8,0.77,21,1,Yes,No,No
54338,1,1,4.55,45,3,Yes,No,No
54339,2,8,6.3,39,3,Yes,Yes,Yes
54340,2,4,7.04,70,2,Yes,No,Yes
54341,6,8,2.98,37,1,No,No,Yes
54342,3,2,5.28,46,2,Yes,No,No
54343,2,6,8.47,65,1,Yes,No,No
54344,3,4,6.08,42,2,Yes,Yes,Yes
54345,3,1,3.29,38,1,Yes,No,No
54346,3,5,3.73,38,2,Yes,No,No
54347,6,6,2.38,34,3,Yes,No,No
54348,1,2,1.88,21,2,Yes,No,Yes
54349,3,2,4.02,40,1,Yes,No,Yes
54350,2,5,6.6,52,3,Yes,No,No
54351,3,7,5.13,48,2,No,No,Yes
54352,6,7,3.95,42,2,No,No,No
54353,5,1,3.91,49,1,No,No,Yes
54354,1,7,2.86,35,1,No,No,Yes
54355,1,4,1.68,23,2,No,No,No
54356,1,8,2.78,31,1,No,No,No
54357,2,5,5.11,44,3,No,Yes,Yes
54358,5,2,2.67,29,2,No,Yes,No
54359,3,4,3.92,37,1,No,No,Yes
54360,1,2,3.38,53,2,No,Yes,No
54361,7,5,3.19,34,2,Yes,Yes,No
54362,5,1,4.49,47,2,Yes,No,No
54363,3,3,1.12,30,2,No,No,No
54364,3,1,1.0,12,3,No,Yes,No
54365,3,7,4.37,34,3,No,No,Yes
54366,7,1,3.09,30,1,Yes,No,No
54367,4,1,2.51,28,2,No,No,Yes
54368,6,2,4.04,40,2,Yes,No,Yes
54369,2,6,5.33,54,1,No,No,No
54370,3,8,3.24,46,2,Yes,No,Yes
54371,3,5,3.48,27,1,No,Yes,Yes
54372,5,4,3.24,35,1,Yes,No,No
54373,3,6,3.81,26,2,No,No,No
54374,2,1,3.48,37,1,No,No,Yes
54375,3,6,4.69,33,2,No,No,Yes
54376,1,5,4.35,40,2,No,No,No
54377,7,1,2.52,35,1,No,No,Yes
54378,7,3,3.6,20,3,Yes,No,No
54379,2,5,2.35,27,2,No,No,No
54380,2,1,6.47,37,1,Yes,No,Yes
54381,3,6,5.18,49,1,Yes,No,No
54382,1,8,4.25,43,1,Yes,No,Yes
54383,5,1,3.74,46,1,No,No,Yes
54384,7,3,3.31,36,2,No,No,Yes
54385,2,1,6.25,52,1,No,No,No
54386,2,7,5.45,50,2,Yes,No,No
54387,1,6,4.8,43,1,Yes,No,No
54388,2,1,5.61,34,1,No,No,Yes
54389,1,5,4.66,38,3,Yes,No,No
54390,3,6,5.72,47,1,Yes,No,No
54391,2,8,7.61,54,1,No,No,No
54392,1,7,3.43,41,3,Yes,Yes,No
54393,2,8,3.53,44,1,Yes,No,No
54394,1,1,2.35,31,2,No,No,No
54395,2,1,5.53,45,3,Yes,No,Yes
54396,2,5,4.91,48,2,Yes,No,No
54397,7,5,0.87,21,1,No,Yes,No
54398,2,1,5.69,47,1,Yes,Yes,No
54399,5,6,3.57,19,2,Yes,Yes,Yes
54400,5,2,3.8,50,2,Yes,No,No
54401,2,7,5.25,32,2,No,Yes,Yes
54402,3,5,3.99,40,1,Yes,No,No
54403,2,1,5.06,51,1,Yes,No,No
54404,2,4,4.21,35,2,No,Yes,No
54405,4,8,3.24,31,1,Yes,Yes,No
54406,2,4,5.26,51,3,Yes,Yes,Yes
54407,1,4,3.32,31,2,No,No,Yes
54408,1,3,4.36,44,2,Yes,No,No
54409,3,5,4.88,34,2,No,No,No
54410,1,5,4.62,40,2,Yes,No,No
54411,3,2,2.78,29,1,Yes,No,No
54412,6,4,2.86,22,2,No,No,No
54413,1,6,6.09,55,3,Yes,No,No
54414,7,4,2.68,27,1,No,No,No
54415,5,4,5.36,44,1,No,No,Yes
54416,7,7,2.72,41,1,Yes,No,Yes
54417,2,1,6.87,53,1,Yes,Yes,Yes
54418,1,2,4.34,42,3,Yes,No,No
54419,2,1,4.63,38,2,No,No,No
54420,3,7,5.77,42,1,Yes,No,No
54421,1,3,3.87,39,2,Yes,Yes,Yes
54422,6,1,3.48,52,2,Yes,No,No
54423,3,1,2.63,37,1,Yes,No,No
54424,4,8,4.26,41,3,Yes,Yes,Yes
54425,3,1,4.57,41,2,No,No,No
54426,3,1,4.65,44,2,Yes,No,No
54427,2,4,5.06,49,1,Yes,Yes,No
54428,2,1,5.2,41,1,Yes,Yes,No
54429,1,1,1.19,26,1,Yes,No,No
54430,5,6,5.89,49,2,Yes,No,Yes
54431,1,5,2.22,24,3,Yes,No,Yes
54432,3,3,6.73,56,2,Yes,No,No
54433,2,5,2.27,14,1,No,No,No
54434,2,4,2.44,29,1,Yes,No,Yes
54435,1,5,4.92,41,1,No,No,No
54436,2,6,2.67,46,2,Yes,No,No
54437,3,8,4.2,33,2,No,No,No
54438,1,3,4.85,30,3,Yes,No,No
54439,1,6,5.19,37,3,No,Yes,No
54440,1,2,3.13,29,2,Yes,No,Yes
54441,2,4,6.76,46,2,No,No,No
54442,4,5,3.9,44,2,No,No,Yes
54443,1,5,4.69,43,1,No,No,Yes
54444,1,1,5.5,52,2,No,No,Yes
54445,3,1,3.38,30,1,Yes,Yes,Yes
54446,2,5,6.65,60,1,Yes,No,Yes
54447,4,6,2.52,26,1,Yes,No,Yes
54448,7,5,3.61,32,2,No,No,Yes
54449,3,2,5.03,49,1,Yes,No,No
54450,3,5,4.17,26,2,No,No,No
54451,5,2,4.55,32,1,Yes,No,Yes
54452,2,8,6.71,63,2,Yes,No,Yes
54453,2,4,5.03,55,3,No,No,Yes
54454,1,6,3.57,35,2,No,No,No
54455,4,5,4.02,50,1,Yes,No,Yes
54456,5,5,1.79,11,1,Yes,Yes,Yes
54457,5,8,1.42,28,2,No,No,No
54458,4,6,1.9,12,1,No,No,No
54459,1,5,3.11,40,2,No,No,No
54460,5,8,3.41,43,3,Yes,No,No
54461,3,5,3.83,45,2,Yes,No,No
54462,3,2,5.58,63,2,No,No,No
54463,2,3,4.5,54,2,Yes,No,No
54464,1,1,5.92,57,1,Yes,Yes,Yes
54465,1,2,4.7,49,3,Yes,No,No
54466,6,6,3.93,43,1,Yes,No,No
54467,5,8,3.05,28,1,Yes,No,No
54468,4,6,3.49,44,2,No,No,No
54469,3,8,4.56,44,1,Yes,Yes,Yes
54470,2,4,3.14,32,2,Yes,No,No
54471,1,2,5.1,50,1,Yes,No,Yes
54472,5,2,3.48,38,1,Yes,No,No
54473,1,2,4.96,50,2,No,No,No
54474,7,5,1.06,32,1,No,No,Yes
54475,2,8,4.1,45,2,No,No,Yes
54476,3,1,0.89,34,2,Yes,Yes,No
54477,2,3,2.5,27,1,No,No,No
54478,1,4,2.97,56,1,No,Yes,No
54479,4,4,4.5,51,2,Yes,No,Yes
54480,2,7,5.54,39,2,No,Yes,Yes
54481,1,1,2.71,37,1,Yes,No,Yes
54482,1,2,3.61,48,2,Yes,No,Yes
54483,1,8,4.96,42,1,Yes,No,No
54484,2,2,6.38,46,1,No,No,No
54485,1,1,1.16,30,1,No,No,No
54486,5,1,5.35,52,1,No,No,No
54487,1,2,2.48,33,2,Yes,No,No
54488,1,1,1.69,39,2,No,Yes,Yes
54489,7,4,3.51,43,3,No,Yes,Yes
54490,1,7,3.92,40,3,Yes,Yes,No
54491,3,2,5.0,36,1,No,Yes,No
54492,4,2,4.12,33,1,No,Yes,No
54493,5,3,2.82,45,1,Yes,No,No
54494,3,6,2.73,39,3,Yes,No,Yes
54495,1,1,4.16,56,3,No,No,Yes
54496,2,3,6.4,67,2,Yes,Yes,No
54497,2,7,5.84,49,3,Yes,Yes,Yes
54498,5,1,1.89,23,2,No,No,No
54499,3,6,1.48,20,2,No,Yes,No
54500,1,2,2.92,22,1,No,No,No
54501,7,8,1.9,29,1,No,Yes,No
54502,2,8,4.88,46,2,No,No,No
54503,2,3,6.29,44,2,No,No,No
54504,1,7,3.72,34,1,Yes,No,Yes
54505,3,1,5.39,42,2,Yes,No,No
54506,5,8,2.54,42,1,No,No,Yes
54507,6,4,2.9,30,1,No,No,No
54508,2,3,5.07,57,1,Yes,No,Yes
54509,6,6,4.23,48,2,Yes,No,Yes
54510,1,3,3.94,40,1,Yes,No,Yes
54511,2,2,5.0,34,1,No,No,Yes
54512,5,5,1.34,15,2,No,No,Yes
54513,3,8,4.46,38,2,Yes,Yes,No
54514,3,1,1.41,17,1,Yes,No,Yes
54515,3,4,2.77,27,2,Yes,No,No
54516,4,8,3.17,43,1,No,No,No
54517,3,5,6.07,48,1,No,No,Yes
54518,2,8,2.93,30,1,No,No,Yes
54519,1,5,3.23,46,2,No,No,No
54520,4,5,3.42,33,1,No,No,No
54521,1,2,4.23,34,1,No,No,Yes
54522,1,8,5.04,42,2,Yes,No,Yes
54523,5,5,1.18,29,1,Yes,No,Yes
54524,2,2,4.1,42,1,No,No,No
54525,6,5,3.91,40,2,No,No,Yes
54526,3,3,5.28,44,3,Yes,No,Yes
54527,1,5,3.14,33,2,No,No,No
54528,1,2,4.07,37,1,Yes,Yes,No
54529,2,6,5.01,40,3,Yes,No,Yes
54530,3,8,4.72,38,1,No,No,No
54531,1,7,3.67,45,1,Yes,No,No
54532,1,7,3.91,39,3,Yes,Yes,Yes
54533,3,7,4.17,42,1,Yes,No,Yes
54534,5,7,5.48,68,1,No,No,No
54535,5,4,4.55,55,1,Yes,No,Yes
54536,4,5,0.81,18,2,No,No,No
54537,3,4,1.46,34,1,No,No,No
54538,7,5,4.19,49,1,Yes,No,Yes
54539,1,3,4.23,25,1,Yes,No,Yes
54540,4,1,1.07,21,1,No,No,No
54541,7,4,2.64,27,3,Yes,No,No
54542,3,2,3.93,44,1,Yes,No,No
54543,5,8,1.51,19,1,No,No,No
54544,5,5,2.76,30,1,No,No,Yes
54545,7,2,2.57,35,2,Yes,Yes,Yes
54546,2,2,5.24,46,1,Yes,No,Yes
54547,2,5,2.73,42,2,Yes,Yes,Yes
54548,1,8,5.04,49,2,Yes,No,No
54549,5,2,1.52,25,1,No,Yes,No
54550,2,1,6.7,51,3,Yes,No,No
54551,3,4,3.85,30,1,Yes,Yes,No
54552,4,7,4.83,35,1,No,No,No
54553,4,2,2.62,25,1,No,No,No
54554,5,7,2.06,36,1,Yes,No,No
54555,6,6,3.16,34,1,Yes,No,No
54556,3,1,3.08,39,3,No,No,No
54557,4,7,1.34,35,1,Yes,No,Yes
54558,1,6,4.96,39,2,Yes,No,No
54559,1,1,1.31,30,3,Yes,Yes,Yes
54560,7,5,2.23,24,3,Yes,No,No
54561,3,1,3.88,14,1,No,No,No
54562,5,1,2.72,14,1,Yes,No,No
54563,1,1,3.52,43,1,No,No,No
54564,3,3,2.12,29,1,No,No,No
54565,2,4,3.21,31,2,Yes,No,No
54566,2,1,3.06,43,2,Yes,No,No
54567,1,3,5.05,43,2,No,No,No
54568,2,8,5.64,57,3,No,No,No
54569,4,8,3.96,51,3,Yes,No,No
54570,2,5,4.67,54,2,Yes,Yes,No
54571,5,7,4.65,52,2,Yes,No,No
54572,6,6,3.26,40,2,No,Yes,No
54573,2,7,4.74,49,2,No,Yes,No
54574,2,6,6.02,40,1,No,Yes,No
54575,1,2,5.31,31,1,Yes,No,No
54576,2,1,4.41,43,1,Yes,Yes,Yes
54577,1,4,5.28,66,1,Yes,No,No
54578,2,3,6.56,55,1,Yes,No,Yes
54579,4,1,1.79,25,1,No,No,Yes
54580,1,2,3.06,38,1,Yes,Yes,Yes
54581,7,1,5.78,60,3,Yes,No,No
54582,2,1,4.54,32,2,No,No,Yes
54583,3,4,2.74,27,2,No,No,Yes
54584,1,1,5.37,43,1,Yes,No,Yes
54585,3,5,6.05,46,3,Yes,No,No
54586,6,6,4.5,50,3,No,No,No
54587,1,7,3.07,41,2,Yes,Yes,No
54588,3,2,5.16,54,2,Yes,No,No
54589,4,2,3.15,47,1,Yes,No,Yes
54590,3,7,2.55,38,2,No,No,Yes
54591,1,1,5.68,48,2,No,No,Yes
54592,1,2,4.57,35,1,Yes,No,Yes
54593,7,2,0.4,7,1,No,No,Yes
54594,7,1,4.92,33,1,Yes,No,No
54595,2,1,3.37,31,1,No,No,No
54596,4,1,3.16,43,3,Yes,Yes,Yes
54597,1,1,4.13,40,1,Yes,No,Yes
54598,1,1,3.94,43,1,No,No,No
54599,3,7,5.34,51,3,Yes,No,No
54600,2,2,7.32,60,3,Yes,Yes,Yes
54601,7,1,3.56,30,2,No,Yes,No
54602,5,6,2.34,40,2,No,Yes,Yes
54603,2,2,5.06,43,1,Yes,No,No
54604,2,8,5.1,38,1,No,No,No
54605,1,2,5.23,37,1,No,Yes,Yes
54606,1,5,3.92,21,1,No,No,No
54607,1,2,4.96,44,1,No,No,No
54608,3,1,3.29,46,2,Yes,No,No
54609,3,3,4.68,37,1,Yes,No,No
54610,6,6,4.33,42,1,No,No,No
54611,1,1,2.74,23,1,No,No,No
54612,3,3,5.05,33,2,Yes,Yes,No
54613,1,3,5.09,52,1,Yes,No,Yes
54614,1,7,3.35,32,1,No,No,Yes
54615,5,4,0.4,17,1,No,No,No
54616,3,8,4.41,29,3,No,No,Yes
54617,1,2,4.02,42,2,No,No,No
54618,1,3,3.33,31,1,No,No,Yes
54619,6,5,4.9,49,1,Yes,No,Yes
54620,1,5,5.15,43,2,No,No,Yes
54621,2,3,3.23,27,2,Yes,No,No
54622,7,4,0.96,9,1,Yes,No,No
54623,7,5,2.64,33,3,Yes,No,Yes
54624,2,8,4.44,47,1,No,No,Yes
54625,1,5,3.06,31,2,No,No,Yes
54626,3,3,2.83,42,2,No,Yes,No
54627,2,5,6.11,34,1,No,No,No
54628,5,1,2.04,41,1,No,No,No
54629,2,1,5.79,42,3,No,No,Yes
54630,7,5,0.4,26,1,Yes,Yes,No
54631,2,1,4.27,42,3,No,No,No
54632,1,2,5.73,49,2,Yes,No,No
54633,1,6,2.66,43,3,Yes,No,Yes
54634,2,1,4.56,31,2,No,Yes,No
54635,5,6,5.47,46,1,No,No,No
54636,3,1,3.44,35,2,No,No,Yes
54637,2,6,4.23,36,2,Yes,No,No
54638,2,6,5.75,53,1,Yes,No,No
54639,1,6,6.18,52,3,Yes,No,Yes
54640,7,6,3.2,40,3,Yes,No,Yes
54641,3,4,2.06,32,1,No,Yes,No
54642,2,2,4.76,52,2,Yes,No,Yes
54643,3,6,4.12,33,2,Yes,No,No
54644,1,2,5.41,56,1,No,No,No
54645,2,3,4.09,35,3,No,No,Yes
54646,5,1,5.12,48,2,Yes,No,No
54647,3,7,2.84,41,1,Yes,No,No
54648,3,2,4.09,41,1,Yes,No,Yes
54649,1,2,7.12,51,2,Yes,No,No
54650,2,4,6.62,53,3,Yes,No,No
54651,4,5,2.91,47,2,Yes,No,No
54652,4,3,4.73,42,1,Yes,No,Yes
54653,1,8,5.08,47,3,Yes,No,No
54654,3,5,3.59,37,3,No,No,No
54655,6,5,2.15,37,2,No,No,No
54656,3,6,3.02,31,1,Yes,No,Yes
54657,3,5,6.48,59,1,No,No,No
54658,5,2,4.24,50,1,Yes,No,No
54659,2,4,5.41,50,1,Yes,No,Yes
54660,1,5,5.11,44,1,No,No,No
54661,3,5,2.26,12,3,No,No,Yes
54662,6,1,2.6,31,1,Yes,Yes,Yes
54663,1,1,4.64,50,1,No,No,No
54664,2,6,7.76,55,3,Yes,No,No
54665,1,7,3.42,42,1,No,No,No
54666,2,3,5.61,44,3,Yes,No,No
54667,1,5,4.09,40,1,No,No,No
54668,6,6,5.19,36,1,No,No,No
54669,6,1,5.71,42,2,No,No,No
54670,4,6,1.72,24,2,No,No,No
54671,3,8,4.91,37,2,No,No,No
54672,1,6,3.03,33,2,Yes,No,No
54673,5,2,4.62,42,2,Yes,No,No
54674,1,4,3.79,38,1,No,No,No
54675,1,3,5.55,51,3,Yes,No,Yes
54676,1,4,6.54,50,1,Yes,Yes,Yes
54677,3,5,4.88,53,3,Yes,No,No
54678,7,1,2.92,33,1,No,No,No
54679,3,7,3.67,34,1,No,Yes,No
54680,1,1,4.64,52,2,No,Yes,No
54681,1,6,2.08,42,1,No,No,Yes
54682,6,5,2.92,36,1,No,No,Yes
54683,2,6,6.85,56,2,Yes,No,No
54684,3,3,1.37,29,2,No,No,No
54685,1,8,4.82,36,1,No,No,Yes
54686,3,2,5.4,53,1,Yes,No,No
54687,4,1,3.67,29,3,Yes,No,Yes
54688,7,4,4.98,30,2,Yes,No,No
54689,6,7,3.48,29,3,Yes,No,Yes
54690,2,4,6.06,55,2,Yes,No,No
54691,1,2,5.28,40,1,No,No,No
54692,5,2,4.88,50,2,Yes,Yes,Yes
54693,2,1,3.01,30,1,Yes,No,No
54694,6,3,4.3,19,2,No,No,No
54695,1,5,5.76,51,1,Yes,No,No
54696,2,3,6.74,57,2,No,No,No
54697,3,6,1.34,28,2,Yes,No,No
54698,2,5,5.02,40,1,No,No,Yes
54699,4,8,3.47,37,1,No,No,No
54700,3,3,2.63,33,1,No,No,Yes
54701,1,7,4.22,37,3,Yes,No,Yes
54702,2,6,4.88,57,1,No,No,No
54703,2,7,2.02,27,1,No,No,No
54704,4,3,2.07,22,1,Yes,No,Yes
54705,4,1,3.71,37,3,Yes,No,No
54706,6,8,1.55,10,2,Yes,No,No
54707,1,4,3.87,37,2,Yes,No,No
54708,5,1,2.86,38,1,Yes,Yes,No
54709,7,2,2.1,23,3,No,No,No
54710,2,6,3.42,25,1,No,No,Yes
54711,2,5,6.54,56,2,Yes,No,No
54712,6,5,1.82,22,1,No,No,No
